,doc_id,agreement_id,sentence_number,entity_type,entity_named,entity_affiliated_org,entity_affiliated_org_abr
325,3,1519,56,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
326,3,1519,56, ORG , Working Committee, Working Committee,UPWC
327,3,1519,58,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
328,3,1519,58, ORG , Union Peace Conference, Union Peace Conference,
329,3,1519,58,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
330,3,1519,62, ORG , Union Peace Conference, Union Peace Conference,
331,3,1519,64,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
332,3,1519,66, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,
333,3,1519,66, ORG , Political Dialogue, Political Dialogue,
334,3,1519,75,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
335,3,1519,92, PERSON , Chapter, Chapter,
336,3,1519,92, ORG , Political Dialogue, Political Dialogue,
337,3,1519,92, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,
338,3,1519,94, ORG , Working Committee, Working Committee,UPWC
339,3,1519,96, ORG , Union Peace Conference, Union Peace Conference,
340,3,1519,96, ORG , Working Committees, Working Committees,
341,3,1519,96, ORG , Union, Union,KNU/KNLA
342,3,1519,98, ORG , Union Peace Conference, Union Peace Conference,
343,3,1519,99, ORG , Chapter 7 Organization Political Dialogue, Chapter 7 Organization Political Dialogue,
344,3,1519,99, ORG , Peace Dialogue Joint Committee, Peace Dialogue Joint Committee,UPDJC
345,3,1519,99,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
346,3,1519,99,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
347,3,1519,99, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,
348,3,1519,99, ORG , NCA, NCA,
349,3,1519,101,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
350,3,1519,101,ORG,Tatmadaw,Tatmadaw,Tatmadaw
351,3,1519,101, ORG , NCA, NCA,
352,3,1519,103, ORG , Responsibilities  7.2.1, Responsibilities  7.2.1,
353,3,1519,104,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
354,3,1519,106,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
