,agreement_id,entity_type,entity_named,entity_affiliated_org,entity_affiliated_org_abr,NER,entity_overall_description,NCA_status
580,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
581,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
582,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
583,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy,Peace Committee,
584,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
585,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
586,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
587,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
588,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
589,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
590,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
591,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
592,1545, ORG , Civilian, Civilian,,SpaCy,Civil Society,
593,1545, ORG , Township General Administration, Township General Administration,,SpaCy,,
594,1545, ORG , Civilian, Civilian,,SpaCy,Civil Society,
595,1545, GPE , Tamataw, Tamataw,,SpaCy,Military,
596,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
597,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
598,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
599,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
600,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
601,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
602,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
603,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
604,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
605,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
606,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
607,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
608,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
609,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
610,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
611,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
612,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
613,1545, ORG , Verification Team, Verification Team,,SpaCy,,
614,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
615,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
616,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
617,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
618,1545, ORG , Verification Team, Verification Team,,SpaCy,,
619,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
620,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
621,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
622,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
623,1545, ORG , Tenure Review, Tenure Review,,SpaCy,,
624,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy,Peace Committee,
625,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
626,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
627,1545, ORG , Verification Teams  Formation , Verification Teams  Formation ,,SpaCy,,
628,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
629,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy,Peace Committee,
630,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
631,1545, ORG , Verification Team, Verification Team,,SpaCy,,
632,1545, ORG , Verification Team, Verification Team,,SpaCy,,
633,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
634,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy,Peace Committee,
635,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
636,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
637,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
638,1545, ORG , Verification Team ’s, Verification Team ’s,,SpaCy,,
639,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
640,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
641,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
642,1545, ORG , Verification Team, Verification Team,,SpaCy,,
643,1545, ORG , Verification Team, Verification Team,,SpaCy,,
644,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
645,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
646,1545, ORG , Verification Team, Verification Team,,SpaCy,,
647,1545, ORG , Verification Team, Verification Team,,SpaCy,,
648,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
649,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
650,1545, ORG , Verification Team, Verification Team,,SpaCy,,
651,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
652,1545, ORG , H, H,DKBA-5,SpaCy,,
653,1545, ORG , Verification Team, Verification Team,,SpaCy,,
654,1545, ORG , Team ’s, Team ’s,,SpaCy,,
655,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
656,1545, ORG , CSO, CSO,,SpaCy,,
657,1545, ORG , NCA, NCA,,SpaCy,Peace Talks,
658,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy,Peace Committee,
659,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy,Peace Committee,
660,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
661,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
662,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
663,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
664,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
665,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
666,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
667,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
668,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
669,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
670,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
671,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
672,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
673,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
674,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
675,1545, PERSON ,Joint Implementing Coordination Meeting (JICM),Joint Implementing Coordination Meeting (JICM),JICM,SpaCy,Peace Committee,
676,1546, ORG , Work Committee, Work Committee,,SpaCy,Peace Committee,
677,1546, ORG ,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF,SpaCy,EAO,NCA-S
678,1546, ORG ,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF,SpaCy,EAO,NCA-S
679,1546, ORG ,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF,SpaCy,EAO,NCA-S
680,1546, ORG ,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF,SpaCy,EAO,NCA-S
681,1546, ORG , Kalay, Kalay,,SpaCy,Location,
682,1546, GPE , Payathonsu, Payathonsu,,SpaCy,Location,
683,1546, ORG ,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF,SpaCy,EAO,NCA-S
684,1550, ORG , Working Committee, Working Committee,UPWC,SpaCy,Peace Committee,
685,1550, ORG ,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP,SpaCy,EAO,Non-Signatory
686,1550, ORG ,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP,SpaCy,EAO,Non-Signatory
687,1550, ORG ,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP,SpaCy,EAO,Non-Signatory
688,1550, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
689,1550, PERSON ,U Aung Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
690,1550, ORG ,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP,SpaCy,EAO,Non-Signatory
691,1550, GPE , Kayah State, Kayah State,,SpaCy,Location,
692,1550, ORG ,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP,SpaCy,EAO,Non-Signatory
693,1550, ORG , TOR, TOR,,SpaCy,,
694,1550, GPE , Kayah State, Kayah State,,SpaCy,Location,
695,1550, GPE , New Village Project, New Village Project,,SpaCy,Location,
696,1550, ORG ,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP,SpaCy,EAO,Non-Signatory
697,1551, ORG , CNF - Government Ceasefire Agreement, CNF - Government Ceasefire Agreement,,SpaCy,Peace Talks,
698,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
699,1551, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
700,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
701,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
702,1551, ORG , Hakha, Hakha,,SpaCy,Location,
703,1551, GPE , Chin State, Chin State,,SpaCy,Location,
704,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
705,1551, ORG , Peace Team, Peace Team,,SpaCy,Peace Committee,
706,1551, ORG , Ceasefire  Union, Ceasefire  Union,,SpaCy,Peace Committee,
707,1551, ORG , Peace Team, Peace Team,,SpaCy,Peace Committee,
708,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
709,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
710,1551, GPE , Accordance, Accordance,,SpaCy,Law,
711,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
712,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
713,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
714,1551, GPE , Tlangpi, Tlangpi,,SpaCy,Location,
715,1551, PERSON , Dawn, Dawn,,SpaCy,,
716,1551, PERSON , Zangtlang Village, Zangtlang Village,,SpaCy,Location,
717,1551, GPE , Thantlang Township, Thantlang Township,,SpaCy,Location,
718,1551, PERSON , Zampi, Zampi,,SpaCy,Location,
719,1551, PERSON , Bukphir Village, Bukphir Village,,SpaCy,Location,
720,1551, GPE , Tedim Township, Tedim Township,,SpaCy,Location,
721,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
722,1551, GPE , Kung Pyin, Kung Pyin,,SpaCy,Location,
723,1551, GPE , Pathiantlang Village, Pathiantlang Village,,SpaCy,Location,
724,1551, ORG , Western Command, Western Command,,SpaCy,,
725,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
726,1551, GPE , Thantlang Township ’s Belhar, Thantlang Township ’s Belhar,,SpaCy,Location,
727,1551, GPE , Vanzang, Vanzang,,SpaCy,Location,
728,1551, GPE , Lungding Village, Lungding Village,,SpaCy,Location,
729,1551, GPE , Lulpilung, Lulpilung,,SpaCy,Location,
730,1551, GPE , Tedim Township ’s Dampi, Tedim Township ’s Dampi,,SpaCy,Location,
731,1551, PERSON , Tui Dial Village, Tui Dial Village,,SpaCy,Location,
732,1551, LOC , Shweletwa Village, Shweletwa Village,,SpaCy,Location,
733,1551, PERSON , Ra Kan Village, Ra Kan Village,,SpaCy,Location,
734,1551, ORG , Myanmar Army, Myanmar Army,,SpaCy,Military,
735,1551, ORG , Myanmar Police Force, Myanmar Police Force,,SpaCy,Police,
736,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
737,1551, ORG , Liaison Offices, Liaison Offices,,SpaCy,,
738,1551, ORG , Liaison Office, Liaison Office,,SpaCy,,
739,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
740,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
741,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
742,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
743,1551, ORG , Myanmar Army, Myanmar Army,,SpaCy,Military,
744,1551, ORG , Liaison Offices, Liaison Offices,,SpaCy,,
745,1551, GPE , Thanglang, Thanglang,,SpaCy,Location,
746,1551, GPE , Tedim, Tedim,,SpaCy,Location,
747,1551, ORG , Matupi Towns, Matupi Towns,,SpaCy,Location,
748,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
749,1551, ORG , Central Committee, Central Committee,,SpaCy,,
750,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
751,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
752,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
753,1551, ORG , State, State,RSLP,SpaCy,,
754,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
755,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
756,1551, ORG , Panglong, Panglong,,SpaCy,Location,
757,1551, ORG , Matters International Agreements, Matters International Agreements,,SpaCy,,
758,1551, ORG , Government Union Mynamar, Government Union Mynamar,,SpaCy,Government,
759,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
760,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
761,1551, ORG , ‘ National Causes ’, ‘ National Causes ’,,SpaCy,,
762,1551, ORG , Matters Humanitarian Organizations , Matters Humanitarian Organizations ,,SpaCy,,
763,1551, ORG , Union Ministries, Union Ministries,,SpaCy,Government,
764,1551, ORG , Chin State, Chin State,,SpaCy,Location,
765,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
766,1551, PERSON , Chin State, Chin State,,SpaCy,Location,
767,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
768,1551, ORG , Memorandum Understanding (, Memorandum Understanding (,,SpaCy,,
769,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
770,1551, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
771,1551, PERSON ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
772,1551, ORG , State, State,RSLP,SpaCy,,
773,1551, GPE , District, District,,SpaCy,,
774,1551, PERSON , Village, Village,,SpaCy,Location,
775,1551, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
776,1551, GPE , Visas, Visas,,SpaCy,,
777,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
778,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
779,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
780,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
781,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
782,1551, ORG , Peace Team, Peace Team,,SpaCy,Peace Committee,
783,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
784,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
785,1551, ORG , Chin State, Chin State,,SpaCy,Location,
786,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
787,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
788,1551, ORG , National Identity Card, National Identity Card,,SpaCy,,
789,1551, ORG , Immigration Department, Immigration Department,,SpaCy,Government,
790,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
791,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
792,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
793,1551, PERSON , Ceasefire Monitoring Body , Ceasefire Monitoring Body ,,SpaCy,Peace Committee,
794,1551, ORG , Chin Peace Tranquility Committee, Chin Peace Tranquility Committee,,SpaCy,Peace Committee,
795,1551, ORG , Ceasefire Monitoring Body, Ceasefire Monitoring Body,,SpaCy,Peace Committee,
796,1551, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
797,1551, ORG , Myanmar Army, Myanmar Army,,SpaCy,Military,
798,1551, ORG , Myanmar Police Force, Myanmar Police Force,,SpaCy,Police,
799,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
800,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
801,1551, ORG , Chin State Border Areas Security Affairs, Chin State Border Areas Security Affairs,,SpaCy,Government Group,
802,1551, PERSON , Liaison, Liaison,,SpaCy,,
803,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
804,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
805,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
806,1551, ORG , Myanmar Army Police Force, Myanmar Army Police Force,,SpaCy,Police,
807,1551, ORG , Chin Peace Monitoring Body, Chin Peace Monitoring Body,,SpaCy,Peace Committee,
808,1551, PERSON , Liaison Officer, Liaison Officer,,SpaCy,,
809,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
810,1551, ORG , Myanmar Army, Myanmar Army,,SpaCy,Military,
811,1551, ORG , Ceasefire Monitoring Body, Ceasefire Monitoring Body,,SpaCy,Peace Committee,
812,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
813,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
814,1551, ORG , Northwestern Commands, Northwestern Commands,,SpaCy,Military,
815,1551, ORG , Myanmar Army, Myanmar Army,,SpaCy,Military,
816,1551, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
817,1551, ORG , Union Guesthouse, Union Guesthouse,,SpaCy,,
818,1551, GPE , Hakha, Hakha,,SpaCy,Location,
819,1551, GPE , Chin State, Chin State,,SpaCy,Location,
820,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
821,1552, PERSON , Kalo Htoo Baw,Kalo Htoo Baw faction of Democratic Karen Benevolent Army (DKBA-5),DKBA-5,SpaCy,EAO,
822,1552, PERSON , Karen State, Karen State,,SpaCy,Location,
823,1552, PERSON ,Col. Aung Lwin,Karen State Government,,SpaCy,Government Group,
824,1552, PERSON ,U Saw Mu Shay,Kalo Htoo Baw faction of Democratic Karen Benevolent Army (DKBA-5),DKBA-5,SpaCy,EAO,
825,1552, ORG , Unofficial Translation, Unofficial Translation,,SpaCy,,
826,1552, PERSON , Kalo Htoo Baw,Kalo Htoo Baw faction of Democratic Karen Benevolent Army (DKBA-5),DKBA-5,SpaCy,EAO,
827,1552, GPE , Karen State, Karen State,,SpaCy,Location,
828,1552, PERSON , Kalo Htoo Baw,Kalo Htoo Baw faction of Democratic Karen Benevolent Army (DKBA-5),DKBA-5,SpaCy,EAO,
829,1552, GPE , Sonsee, Sonsee,,SpaCy,Location,
830,1552, ORG , Kaloh Htoo Baw,Kalo Htoo Baw faction of Democratic Karen Benevolent Army (DKBA-5),DKBA-5,SpaCy,EAO,
831,1552, ORG , Myawaddy, Myawaddy,,SpaCy,Location,
832,1552, PERSON , Kaloh Htoo Baw,Kalo Htoo Baw faction of Democratic Karen Benevolent Army (DKBA-5),DKBA-5,SpaCy,EAO,
833,1552, PERSON ,Maj. Gen Saw Lar Pwe,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
834,1553, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy,EAO,NCA-S
835,1553, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
836,1553, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy,EAO,NCA-S
837,1553, PERSON ,U Aung Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
