,agreement_id,entity_type,entity_named,entity_affiliated_org,entity_affiliated_org_abr,NER
588,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
589,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy
590,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
591,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
592,1545, ORG , Civilian, Civilian,,SpaCy
593,1545, ORG , Township General Administration, Township General Administration,,SpaCy
594,1545, ORG , Civilian, Civilian,,SpaCy
595,1545, GPE , Tamataw, Tamataw,,SpaCy
596,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
597,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
598,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
599,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
600,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
601,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
602,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
603,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
604,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
605,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
606,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
607,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
608,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
609,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
610,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
611,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
612,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
613,1545, ORG , Verification Team, Verification Team,,SpaCy
614,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
615,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
616,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
617,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
618,1545, ORG , Verification Team, Verification Team,,SpaCy
619,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
620,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
621,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
622,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
623,1545, ORG , Tenure Review, Tenure Review,,SpaCy
624,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
625,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
626,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
627,1545, ORG , Verification Teams  Formation , Verification Teams  Formation ,,SpaCy
628,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
629,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
630,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
631,1545, ORG , Verification Team, Verification Team,,SpaCy
632,1545, ORG , Verification Team, Verification Team,,SpaCy
633,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
634,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
635,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
636,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
637,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
638,1545, ORG , Verification Team ’s, Verification Team ’s,,SpaCy
639,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
640,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
641,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
642,1545, ORG , Verification Team, Verification Team,,SpaCy
643,1545, ORG , Verification Team, Verification Team,,SpaCy
644,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
645,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
646,1545, ORG , Verification Team, Verification Team,,SpaCy
647,1545, ORG , Verification Team, Verification Team,,SpaCy
648,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
649,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
650,1545, ORG , Verification Team, Verification Team,,SpaCy
651,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
652,1545, ORG , H, H,DKBA-5,SpaCy
653,1545, ORG , Verification Team, Verification Team,,SpaCy
654,1545, ORG , Team ’s, Team ’s,,SpaCy
655,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
656,1545, ORG , CSO, CSO,,SpaCy
657,1545, ORG , NCA, NCA,,SpaCy
658,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
659,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
660,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
661,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
662,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
663,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
664,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
665,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
666,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
667,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
668,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
669,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
670,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
671,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
672,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
673,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
674,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
675,1545, PERSON ,Joint Implementing Coordination Meeting (JICM),Joint Implementing Coordination Meeting (JICM),JICM,SpaCy
676,1546, ORG , Work Committee, Work Committee,,SpaCy
677,1546, ORG ,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF,SpaCy
678,1546, ORG ,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF,SpaCy
679,1546, ORG ,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF,SpaCy
680,1546, ORG ,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF,SpaCy
681,1546, ORG , Kalay, Kalay,,SpaCy
682,1546, GPE , Payathonsu, Payathonsu,,SpaCy
683,1546, ORG ,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF,SpaCy
684,1550, ORG , Working Committee, Working Committee,UPWC,SpaCy
685,1550, ORG ,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP,SpaCy
686,1550, ORG ,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP,SpaCy
687,1550, ORG ,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP,SpaCy
688,1550, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
689,1550, PERSON ,U Aung Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
690,1550, ORG ,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP,SpaCy
691,1550, GPE , Kayah State, Kayah State,,SpaCy
692,1550, ORG ,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP,SpaCy
693,1550, ORG , TOR, TOR,,SpaCy
694,1550, GPE , Kayah State, Kayah State,,SpaCy
695,1550, GPE , New Village Project, New Village Project,,SpaCy
696,1550, ORG ,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP,SpaCy
697,1551, ORG , CNF - Government Ceasefire Agreement, CNF - Government Ceasefire Agreement,,SpaCy
698,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
699,1551, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy
700,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
701,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
702,1551, ORG , Hakha, Hakha,,SpaCy
703,1551, GPE , Chin State, Chin State,,SpaCy
704,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
705,1551, ORG , Peace Team, Peace Team,,SpaCy
706,1551, ORG , Ceasefire  Union, Ceasefire  Union,,SpaCy
707,1551, ORG , Peace Team, Peace Team,,SpaCy
708,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
709,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
710,1551, GPE , Accordance, Accordance,,SpaCy
711,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
712,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
713,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
714,1551, GPE , Tlangpi, Tlangpi,,SpaCy
715,1551, PERSON , Dawn, Dawn,,SpaCy
716,1551, PERSON , Zangtlang Village, Zangtlang Village,,SpaCy
717,1551, GPE , Thantlang Township, Thantlang Township,,SpaCy
718,1551, PERSON , Zampi, Zampi,,SpaCy
719,1551, PERSON , Bukphir Village, Bukphir Village,,SpaCy
720,1551, GPE , Tedim Township, Tedim Township,,SpaCy
721,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
722,1551, GPE , Kung Pyin, Kung Pyin,,SpaCy
723,1551, GPE , Pathiantlang Village, Pathiantlang Village,,SpaCy
724,1551, ORG , Western Command, Western Command,,SpaCy
725,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
726,1551, GPE , Thantlang Township ’s Belhar, Thantlang Township ’s Belhar,,SpaCy
727,1551, GPE , Vanzang, Vanzang,,SpaCy
728,1551, GPE , Lungding Village, Lungding Village,,SpaCy
729,1551, GPE , Lulpilung, Lulpilung,,SpaCy
730,1551, GPE , Tedim Township ’s Dampi, Tedim Township ’s Dampi,,SpaCy
731,1551, PERSON , Tui Dial Village, Tui Dial Village,,SpaCy
732,1551, LOC , Shweletwa Village, Shweletwa Village,,SpaCy
733,1551, PERSON , Ra Kan Village, Ra Kan Village,,SpaCy
734,1551, ORG , Myanmar Army, Myanmar Army,,SpaCy
735,1551, ORG , Myanmar Police Force, Myanmar Police Force,,SpaCy
736,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
737,1551, ORG , Liaison Offices, Liaison Offices,,SpaCy
738,1551, ORG , Liaison Office, Liaison Office,,SpaCy
739,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
740,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
741,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
742,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
743,1551, ORG , Myanmar Army, Myanmar Army,,SpaCy
744,1551, ORG , Liaison Offices, Liaison Offices,,SpaCy
745,1551, GPE , Thanglang, Thanglang,,SpaCy
746,1551, GPE , Tedim, Tedim,,SpaCy
747,1551, ORG , Matupi Towns, Matupi Towns,,SpaCy
748,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
749,1551, ORG , Central Committee, Central Committee,,SpaCy
750,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
751,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
752,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
753,1551, ORG , State, State,RSLP,SpaCy
754,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
755,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
756,1551, ORG , Panglong, Panglong,,SpaCy
757,1551, ORG , Matters International Agreements, Matters International Agreements,,SpaCy
758,1551, ORG , Government Union Mynamar, Government Union Mynamar,,SpaCy
759,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
760,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
761,1551, ORG , ‘ National Causes ’, ‘ National Causes ’,,SpaCy
762,1551, ORG , Matters Humanitarian Organizations , Matters Humanitarian Organizations ,,SpaCy
763,1551, ORG , Union Ministries, Union Ministries,,SpaCy
764,1551, ORG , Chin State, Chin State,,SpaCy
765,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
766,1551, PERSON , Chin State, Chin State,,SpaCy
767,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
768,1551, ORG , Memorandum Understanding (, Memorandum Understanding (,,SpaCy
769,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
770,1551, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
771,1551, PERSON ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
772,1551, ORG , State, State,RSLP,SpaCy
773,1551, GPE , District, District,,SpaCy
774,1551, PERSON , Village, Village,,SpaCy
775,1551, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
776,1551, GPE , Visas, Visas,,SpaCy
777,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
778,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
779,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
780,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
781,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
782,1551, ORG , Peace Team, Peace Team,,SpaCy
783,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
784,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
785,1551, ORG , Chin State, Chin State,,SpaCy
786,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
787,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
788,1551, ORG , National Identity Card, National Identity Card,,SpaCy
789,1551, ORG , Immigration Department, Immigration Department,,SpaCy
790,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
791,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
792,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
793,1551, PERSON , Ceasefire Monitoring Body , Ceasefire Monitoring Body ,,SpaCy
794,1551, ORG , Chin Peace Tranquility Committee, Chin Peace Tranquility Committee,,SpaCy
795,1551, ORG , Ceasefire Monitoring Body, Ceasefire Monitoring Body,,SpaCy
796,1551, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
797,1551, ORG , Myanmar Army, Myanmar Army,,SpaCy
798,1551, ORG , Myanmar Police Force, Myanmar Police Force,,SpaCy
799,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
800,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
801,1551, ORG , Chin State Border Areas Security Affairs, Chin State Border Areas Security Affairs,,SpaCy
802,1551, PERSON , Liaison, Liaison,,SpaCy
803,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
804,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
805,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
806,1551, ORG , Myanmar Army Police Force, Myanmar Army Police Force,,SpaCy
807,1551, ORG , Chin Peace Monitoring Body, Chin Peace Monitoring Body,,SpaCy
808,1551, PERSON , Liaison Officer, Liaison Officer,,SpaCy
809,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
810,1551, ORG , Myanmar Army, Myanmar Army,,SpaCy
811,1551, ORG , Ceasefire Monitoring Body, Ceasefire Monitoring Body,,SpaCy
812,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
813,1551, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
814,1551, ORG , Northwestern Commands, Northwestern Commands,,SpaCy
815,1551, ORG , Myanmar Army, Myanmar Army,,SpaCy
816,1551, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
817,1551, ORG , Union Guesthouse, Union Guesthouse,,SpaCy
818,1551, GPE , Hakha, Hakha,,SpaCy
819,1551, GPE , Chin State, Chin State,,SpaCy
820,1551, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
821,1552, PERSON , Kalo Htoo Baw,Kalo Htoo Baw faction of Democratic Karen Benevolent Army (DKBA-5),DKBA-5,SpaCy
822,1552, PERSON , Karen State, Karen State,,SpaCy
823,1552, PERSON ,Col. Aung Lwin,Karen State Government,,SpaCy
824,1552, PERSON ,U Saw Mu Shay,Kalo Htoo Baw faction of Democratic Karen Benevolent Army (DKBA-5),DKBA-5,SpaCy
825,1552, ORG , Unofficial Translation, Unofficial Translation,,SpaCy
826,1552, PERSON , Kalo Htoo Baw,Kalo Htoo Baw faction of Democratic Karen Benevolent Army (DKBA-5),DKBA-5,SpaCy
827,1552, GPE , Karen State, Karen State,,SpaCy
828,1552, PERSON , Kalo Htoo Baw,Kalo Htoo Baw faction of Democratic Karen Benevolent Army (DKBA-5),DKBA-5,SpaCy
829,1552, GPE , Sonsee, Sonsee,,SpaCy
830,1552, ORG , Kaloh Htoo Baw,Kalo Htoo Baw faction of Democratic Karen Benevolent Army (DKBA-5),DKBA-5,SpaCy
831,1552, ORG , Myawaddy, Myawaddy,,SpaCy
832,1552, PERSON , Kaloh Htoo Baw,Kalo Htoo Baw faction of Democratic Karen Benevolent Army (DKBA-5),DKBA-5,SpaCy
833,1552, PERSON ,Maj. Gen Saw Lar Pwe,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
834,1553, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
835,1553, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
836,1553, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
837,1553, PERSON ,U Aung Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
838,1553, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
839,1553, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
840,1553, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
841,1553, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
842,1553, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
843,1553, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
844,1555, PERSON ,U Aung Thaung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
845,1555, PERSON ,U Thein Zaw,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
846,1555, ORG ,U Win Tun,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
847,1555, GPE , Special Region, Special Region,,SpaCy
848,1555, PERSON , Sai Lin,Special Region (4),,SpaCy
849,1555, PERSON , U San Pae, U San Pae,,SpaCy
850,1555, PERSON , U Kham Maung,Special Region (4),,SpaCy
851,1555, LOC , Special Region, Special Region,,SpaCy
852,1555, GPE , Kengtung, Kengtung,,SpaCy
853,1555, GPE , Special Region, Special Region,,SpaCy
854,1555, GPE , Special Region, Special Region,,SpaCy
855,1555, GPE , Special Region, Special Region,,SpaCy
856,1555, GPE , Special Region, Special Region,,SpaCy
857,1555, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy
858,1555, GPE , Special Region, Special Region,,SpaCy
859,1555, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy
860,1555, ORG , State, State,RSLP,SpaCy
861,1555, ORG , State, State,RSLP,SpaCy
862,1555, GPE , Special Region, Special Region,,SpaCy
863,1555, ORG , State, State,RSLP,SpaCy
864,1557, ORG ,New Mon State Party (NMSP),New Mon State Party (NMSP),NMSP,SpaCy
865,1557, ORG , Strand Hotel Mawlamyine, Strand Hotel Mawlamyine,,SpaCy
866,1557, GPE , Mon State, Mon State,NMSP,SpaCy
867,1557, ORG , Peacemaking Group, Peacemaking Group,,SpaCy
868,1557, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
869,1557, PERSON ,U Aung Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
870,1557, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
871,1557, PERSON , U Soe Thein,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
872,1557, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
873,1557, PERSON , U Zaw Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
874,1557, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
875,1557, PERSON ,U Win Tun,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
876,1557, ORG , State, State,RSLP,SpaCy
877,1557, ORG ,U Ohn Myint,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
878,1557, ORG ,Maj - Gen Tin Maung Win,Tatmadaw,Tatmadaw,SpaCy
879,1557, ORG , Mon State Security, Mon State Security,,SpaCy
880,1557, PERSON , Col Htay Myint Aung,Tatmadaw,Tatmadaw,SpaCy
881,1557, PERSON , Grade, Grade,,SpaCy
882,1557, ORG , Army ) Office, Army ) Office,,SpaCy
883,1557, PERSON , Grade, Grade,,SpaCy
884,1557, GPE , Mon State, Mon State,NMSP,SpaCy
885,1557, ORG ,New Mon State Party (NMSP),New Mon State Party (NMSP),NMSP,SpaCy
886,1557, PERSON , U Nai Rawsa,New Mon State Party (NMSP),NMSP,SpaCy
887,1557, ORG , State, State,RSLP,SpaCy
888,1557, ORG , Col Htay Myint Aung,Tatmadaw,Tatmadaw,SpaCy
889,1557, ORG ,New Mon State Party (NMSP),New Mon State Party (NMSP),NMSP,SpaCy
890,1557, ORG ,New Mon State Party (NMSP),New Mon State Party (NMSP),NMSP,SpaCy
891,1557, PERSON , U Nai Talanyi,New Mon State Party (NMSP),NMSP,SpaCy
892,1557, ORG , Union Ministers, Union Ministers,,SpaCy
893,1557, ORG , U Soe Thein,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
894,1557, ORG , U Zaw Min,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
